character,character_normalized,dialogue,context,character_state,dialogue_type,motivation,line_number,scene,movie,word_count,sentiment
ELEVATOR,Elevator,SHAFT,General conversation,Urgent/Commanding,Exclamation,Assertive,3574,Unknown,The Empire Strikes Back,1,neutral
LANDO,Lando Calrissian,Reverse! Stop it! Stop! 396. INT ELEVATOR,General conversation,Urgent/Commanding,Exclamation,Assertive,3576,Unknown,The Empire Strikes Back,7,neutral
THREEPIO,C-3PO,"Oh my, he’s lost contact. 397. INT ELEVATOR SHAFT","Protocol droid formality, worry",Neutral,Statement,Conversational,3578,Unknown,The Empire Strikes Back,9,neutral
REACTOR,Reactor,SHAFT,General conversation,Urgent/Commanding,Exclamation,Assertive,3583,Unknown,The Empire Strikes Back,1,neutral
ADDRESS,Address,SYSTEM Fugitives heading for transport Platform,General conversation,Neutral,Statement,Conversational,3602,Unknown,The Empire Strikes Back,6,neutral
VADER,Darth Vader,"Your friends may escape, but you are doomed.","Dark Side presence, Imperial authority",Neutral,Statement,Conversational,3604,Unknown,The Empire Strikes Back,8,neutral
LUKE,Luke Skywalker,Not yet.,"Jedi training, heroic journey",Resistant/Negative,Statement,Opposing,3605,Unknown,The Empire Strikes Back,2,negative
PLATFORM,Platform,– BESPIN,General conversation,Urgent/Commanding,Exclamation,Assertive,3612,Unknown,The Empire Strikes Back,2,neutral
LEIA,Princess Leia,We’ve got to find Luke.,"Rebel leadership, royal dignity",Neutral,Statement,Conversational,3621,Unknown,The Empire Strikes Back,5,neutral
LANDO,Lando Calrissian,His fate is sealed. You’ll be lucky to get out yourself. All,General conversation,Neutral,Statement,Conversational,3622,Unknown,The Empire Strikes Back,12,neutral
THREEPIO,C-3PO,Artoo! The control panel. You can override the alert,"Protocol droid formality, worry",Urgent/Commanding,Exclamation,Assertive,3624,Unknown,The Empire Strikes Back,9,neutral
ARTOO,R2-D2,A short beep turns into a wild scream!,"Astromech communication, loyalty",Urgent/Commanding,Exclamation,Assertive,3629,Unknown,The Empire Strikes Back,8,neutral
ARTOO,R2-D2,(cooling away) Lets out a few wilted beeps.,"Astromech communication, loyalty",Neutral,Statement,Conversational,3632,Unknown,The Empire Strikes Back,8,neutral
THREEPIO,C-3PO,"Well, next time you pay more attention. I’m not supposed","Protocol droid formality, worry",Resistant/Negative,Statement,Opposing,3633,Unknown,The Empire Strikes Back,10,negative
LEIA,Princess Leia,(firing at the Stormtroopers) Anybody else got any ideas? 400.,"Rebel leadership, royal dignity",Inquisitive,Question,Seeking information,3635,Unknown,The Empire Strikes Back,10,neutral
INT,Int,GANTRY OUTSIDE CONTROL ROOM – REACTOR SHAFT –,General conversation,Urgent/Commanding,Exclamation,Assertive,3636,Unknown,The Empire Strikes Back,8,neutral
VADER,Darth Vader,The Force runs strong in the Skywalker line. You will achieve,"Dark Side presence, Imperial authority",Neutral,Statement,Conversational,3647,Unknown,The Empire Strikes Back,11,neutral
LUKE,Luke Skywalker,No!… Never…,"Jedi training, heroic journey",Urgent/Commanding,Exclamation,Assertive,3651,Unknown,The Empire Strikes Back,2,neutral
VADER,Darth Vader,There is no escape. You must join me or die. Don’t make me,"Dark Side presence, Imperial authority",Resistant/Negative,Statement,Opposing,3653,Unknown,The Empire Strikes Back,13,negative
LUKE,Luke Skywalker,Never.,"Jedi training, heroic journey",Resistant/Negative,Statement,Opposing,3657,Unknown,The Empire Strikes Back,1,negative
LUKE,Luke Skywalker,Never!,"Jedi training, heroic journey",Urgent/Commanding,Exclamation,Assertive,3663,Unknown,The Empire Strikes Back,1,neutral
VADER,Darth Vader,No! The Dark Lord looks over the platform and sees Luke,"Dark Side presence, Imperial authority",Urgent/Commanding,Exclamation,Assertive,3666,Unknown,The Empire Strikes Back,11,neutral
TRUCKING,Trucking,FULL SHOT as Luke tumbles through the exhaust,General conversation,Neutral,Statement,Conversational,3678,Unknown,The Empire Strikes Back,8,neutral
FULL,Full,SHOT – Luke hanging on weather vane on bottom of the city.,General conversation,Neutral,Statement,Conversational,3683,Unknown,The Empire Strikes Back,12,neutral
LUKE,Luke Skywalker,"Leia, Leia… Leia, I need you.","Jedi training, heroic journey",Requesting,Statement,Seeking assistance,3687,Unknown,The Empire Strikes Back,6,neutral
CORRIDOR,Corridor,LEADING TO LANDING PLATFORM,General conversation,Urgent/Commanding,Exclamation,Assertive,3689,Unknown,The Empire Strikes Back,4,neutral
LANDO,Lando Calrissian,This is Baron Calrissian. The Empire is taking control of the,General conversation,Neutral,Statement,Conversational,3694,Unknown,The Empire Strikes Back,11,neutral
THREEPIO,C-3PO,"Artoo, you did it! I never doubted you for a second…","Protocol droid formality, worry",Urgent/Commanding,Exclamation,Assertive,3699,Unknown,The Empire Strikes Back,11,neutral
LEIA,Princess Leia,Let’s go.,"Rebel leadership, royal dignity",Neutral,Statement,Conversational,3700,Unknown,The Empire Strikes Back,2,neutral
OF,Of,CITY – EXHAUST PIPE – DUSK,General conversation,Urgent/Commanding,Exclamation,Assertive,3708,Unknown,The Empire Strikes Back,6,neutral
MED,Med,SHOT – Luke hanging on weather vane on bottom of the city.,General conversation,Neutral,Statement,Conversational,3709,Unknown,The Empire Strikes Back,12,neutral
LUKE,Luke Skywalker,Leia… Leia…,"Jedi training, heroic journey",Neutral,Statement,Conversational,3712,Unknown,The Empire Strikes Back,2,neutral
MILLENNIUM,Millennium,FALCON – CLOUD CITY – DUSK,General conversation,Urgent/Commanding,Exclamation,Assertive,3716,Unknown,The Empire Strikes Back,6,neutral
LEIA,Princess Leia,What’d you say?,"Rebel leadership, royal dignity",Inquisitive,Question,Seeking information,3721,Unknown,The Empire Strikes Back,3,neutral
LANDO,Lando Calrissian,I didn’t say anything.,General conversation,Neutral,Statement,Conversational,3722,Unknown,The Empire Strikes Back,4,neutral
PLATFORM,Platform,– CLOUD CITY – DUSK,General conversation,Urgent/Commanding,Exclamation,Assertive,3724,Unknown,The Empire Strikes Back,5,neutral
PLATFORM,Platform,– CLOUD CITY – HIGH ANGLE – DUSK,General conversation,Urgent/Commanding,Exclamation,Assertive,3728,Unknown,The Empire Strikes Back,8,neutral
FULL,Full,SHOT – Looking down on the landing platform as Falcon roars,General conversation,Neutral,Statement,Conversational,3729,Unknown,The Empire Strikes Back,11,neutral
MILLENNIUM,Millennium,FALCON – CLOUD CANYON,General conversation,Urgent/Commanding,Exclamation,Assertive,3731,Unknown,The Empire Strikes Back,4,neutral
INT,Int,"COCKPIT, SIDE as Falcon moves through cloud canyon. 412.",General conversation,Neutral,Statement,Conversational,3732,Unknown,The Empire Strikes Back,9,neutral
EXT,Ext,BOTTOM OF CITY EXHAUST PIPE – DUSK,General conversation,Urgent/Commanding,Exclamation,Assertive,3733,Unknown,The Empire Strikes Back,7,neutral
MED,Med,SHOT of Luke dangling from weather vane. The weather vane,General conversation,Neutral,Statement,Conversational,3734,Unknown,The Empire Strikes Back,10,neutral
LUKE,Luke Skywalker,"Leia, help. Please, Leia. Hear me. 413. INT COCKPIT –","Jedi training, heroic journey",Requesting,Statement,Seeking assistance,3738,Unknown,The Empire Strikes Back,10,neutral
MILLENNIUM,Millennium,FALCON – CLOUDS – POV,General conversation,Urgent/Commanding,Exclamation,Assertive,3739,Unknown,The Empire Strikes Back,5,neutral
OVER,Over,THE SHOULDER POV of cloud through cockpit window in,General conversation,Neutral,Statement,Conversational,3740,Unknown,The Empire Strikes Back,9,neutral
CLOUD,Cloud,CITY – DUSK,General conversation,Urgent/Commanding,Exclamation,Assertive,3742,Unknown,The Empire Strikes Back,3,neutral
LANDO,Lando Calrissian,I knew that set-up was too good to last… I’m going to miss it.,General conversation,Positive/Agreeable,Statement,Supportive,3745,Unknown,The Empire Strikes Back,14,positive
LEIA,Princess Leia,Luke!,"Rebel leadership, royal dignity",Urgent/Commanding,Exclamation,Assertive,3746,Unknown,The Empire Strikes Back,1,neutral
LANDO,Lando Calrissian,What?,General conversation,Inquisitive,Question,Seeking information,3747,Unknown,The Empire Strikes Back,1,neutral
LEIA,Princess Leia,Luke needs help. We must go back.,"Rebel leadership, royal dignity",Requesting,Statement,Seeking assistance,3748,Unknown,The Empire Strikes Back,7,neutral
CHEWIE,Chewbacca,Barks his consternation.,General conversation,Neutral,Statement,Conversational,3749,Unknown,The Empire Strikes Back,3,neutral
LEIA,Princess Leia,"Chewie, head for the bottom of the city.","Rebel leadership, royal dignity",Neutral,Statement,Conversational,3750,Unknown,The Empire Strikes Back,8,neutral
LANDO,Lando Calrissian,Three patrol ships are heading our way.,General conversation,Neutral,Statement,Conversational,3751,Unknown,The Empire Strikes Back,7,neutral
CHEWIE,Chewbacca,Barks an argument and shakes his head.,General conversation,Neutral,Statement,Conversational,3752,Unknown,The Empire Strikes Back,7,neutral
LEIA,Princess Leia,"No argument, just do it. That’s a command!","Rebel leadership, royal dignity",Urgent/Commanding,Exclamation,Assertive,3753,Unknown,The Empire Strikes Back,8,neutral
LANDO,Lando Calrissian,Wait a minute. We’re not going back there.,General conversation,Resistant/Negative,Statement,Opposing,3754,Unknown,The Empire Strikes Back,8,negative
CHEWIE,Chewbacca,"Turns on Lando, the newcomer, with an ominous growl.",General conversation,Resistant/Negative,Statement,Opposing,3755,Unknown,The Empire Strikes Back,9,negative
LANDO,Lando Calrissian,"Okay, okay. 415. EXT MILLENNIUM FALCON – CLOUD",General conversation,Neutral,Statement,Conversational,3756,Unknown,The Empire Strikes Back,8,neutral
CITY,City,– BESPIN – DUSK,General conversation,Urgent/Commanding,Exclamation,Assertive,3757,Unknown,The Empire Strikes Back,4,neutral
FULL,Full,SHOT TRUCKING of the Falcon making a graceful banking,General conversation,Neutral,Statement,Conversational,3758,Unknown,The Empire Strikes Back,9,neutral
FULL,Full,SHOT as Falcon dives to the underside of the floating city. 417.,General conversation,Neutral,Statement,Conversational,3761,Unknown,The Empire Strikes Back,12,neutral
INT,Int,MILLENNIUM FALCON – HOLD,General conversation,Urgent/Commanding,Exclamation,Assertive,3762,Unknown,The Empire Strikes Back,4,neutral
ARTOO,R2-D2,Beeps some news.,"Astromech communication, loyalty",Neutral,Statement,Conversational,3765,Unknown,The Empire Strikes Back,3,neutral
THREEPIO,C-3PO,"Turning around? Oh, no! I knew we’d never","Protocol droid formality, worry",Urgent/Commanding,Exclamation,Assertive,3766,Unknown,The Empire Strikes Back,8,neutral
FULL,Full,"SHOT – Luke on weather vane. He is almost unconscious, but",General conversation,Neutral,Statement,Conversational,3768,Unknown,The Empire Strikes Back,11,neutral
LANDO,Lando Calrissian,Someone’s falling.,General conversation,Neutral,Statement,Conversational,3773,Unknown,The Empire Strikes Back,2,neutral
LEIA,Princess Leia,It’s Luke. Get under him. Slow down. Easy Chewie. Line up,"Rebel leadership, royal dignity",Neutral,Statement,Conversational,3774,Unknown,The Empire Strikes Back,11,neutral
MILLENNIUM,Millennium,FALCON – POV,General conversation,Urgent/Commanding,Exclamation,Assertive,3776,Unknown,The Empire Strikes Back,3,neutral
POV,Pov,out Falcon cockpit window as Luke falls into the clouds in the,General conversation,Neutral,Statement,Conversational,3777,Unknown,The Empire Strikes Back,12,neutral
LEIA,Princess Leia,"Slower, Chewie, slower. 422. INT COCKPIT – MILLENNIUM","Rebel leadership, royal dignity",Neutral,Statement,Conversational,3781,Unknown,The Empire Strikes Back,8,neutral
FALCON,Falcon,– CLOUD CITY – POV,General conversation,Urgent/Commanding,Exclamation,Assertive,3782,Unknown,The Empire Strikes Back,5,neutral
CLOSER,Closer,POV out cockpit window of Luke getting bigger as the,General conversation,Neutral,Statement,Conversational,3783,Unknown,The Empire Strikes Back,10,neutral
MILLENNIUM,Millennium,FALCON HULL – CLOUD CITY – DUSK,General conversation,Urgent/Commanding,Exclamation,Assertive,3786,Unknown,The Empire Strikes Back,7,neutral
COCKPIT,Cockpit,– MILLENNIUM FALCON – CLOUD CITY – POV,General conversation,Urgent/Commanding,Exclamation,Assertive,3791,Unknown,The Empire Strikes Back,8,neutral
OVER,Over,THE SHOULDER POV – Clouds and flak bursts as the Falcon,General conversation,Neutral,Statement,Conversational,3792,Unknown,The Empire Strikes Back,11,neutral
CITY,City,– DUSK,General conversation,Urgent/Commanding,Exclamation,Assertive,3794,Unknown,The Empire Strikes Back,2,neutral
LEIA,Princess Leia,The hatch is closed. Full speed. Two more ships are closing.,"Rebel leadership, royal dignity",Neutral,Statement,Conversational,3800,Unknown,The Empire Strikes Back,11,neutral
LEIA,Princess Leia,"Lando, is he alright?… Lando? Are you there? How’s Luke?","Rebel leadership, royal dignity",Inquisitive,Question,Seeking information,3802,Unknown,The Empire Strikes Back,10,neutral
LUKE,Luke Skywalker,(OS) He’ll survive.,"Jedi training, heroic journey",Neutral,Statement,Conversational,3803,Unknown,The Empire Strikes Back,3,neutral
CHEWIE,Chewbacca,Howls. LANDO (climbs into the co-pilot’s seat) We’re not,General conversation,Resistant/Negative,Statement,Opposing,3807,Unknown,The Empire Strikes Back,9,negative
SPACE,Space,– PLANET BESPIN,General conversation,Urgent/Commanding,Exclamation,Assertive,3810,Unknown,The Empire Strikes Back,3,neutral
FULL,Full,SHOT – The Falcon speeds away from the planet and over,General conversation,Neutral,Statement,Conversational,3811,Unknown,The Empire Strikes Back,11,neutral
FALCON,Falcon,– SPACE,General conversation,Urgent/Commanding,Exclamation,Assertive,3813,Unknown,The Empire Strikes Back,2,neutral
FULL,Full,"SHOT – The Falcon away from camera and into space,",General conversation,Neutral,Statement,Conversational,3814,Unknown,The Empire Strikes Back,10,neutral
FALCON,Falcon,– SPACE,General conversation,Urgent/Commanding,Exclamation,Assertive,3816,Unknown,The Empire Strikes Back,2,neutral
LANDO,Lando Calrissian,The deflector shields are gone.,General conversation,Neutral,Statement,Conversational,3819,Unknown,The Empire Strikes Back,5,neutral
LEIA,Princess Leia,(to Chewie) Are the coordinates set?,"Rebel leadership, royal dignity",Inquisitive,Question,Seeking information,3820,Unknown,The Empire Strikes Back,6,neutral
LEIA,Princess Leia,This hyperdrive had better work.,"Rebel leadership, royal dignity",Neutral,Statement,Conversational,3822,Unknown,The Empire Strikes Back,5,neutral
LUKE,Luke Skywalker,I’ve never seen it fail.,"Jedi training, heroic journey",Resistant/Negative,Statement,Opposing,3823,Unknown,The Empire Strikes Back,5,negative
LANDO,Lando Calrissian,I’m sure my men fixed it. We’ve got nothing to worry about.,General conversation,Resistant/Negative,Statement,Opposing,3825,Unknown,The Empire Strikes Back,12,negative
LEIA,Princess Leia,That sounds familiar.,"Rebel leadership, royal dignity",Neutral,Statement,Conversational,3826,Unknown,The Empire Strikes Back,3,neutral
LEIA,Princess Leia,"Okay, Chewie, it’s now or never. CHEWIE Barks his agreement.","Rebel leadership, royal dignity",Resistant/Negative,Statement,Opposing,3828,Unknown,The Empire Strikes Back,10,negative
INT,Int,COCKPIT – MILLENNIUM FALCON – SPACE – POV,General conversation,Urgent/Commanding,Exclamation,Assertive,3830,Unknown,The Empire Strikes Back,8,neutral
FULL,Full,"SHOT, OVER THE SHOULDER POV out cockpit window, stars",General conversation,Neutral,Statement,Conversational,3831,Unknown,The Empire Strikes Back,9,neutral
FULL,Full,"SHOT, SPACE – The Falcon speeds away from camera and",General conversation,Neutral,Statement,Conversational,3834,Unknown,The Empire Strikes Back,10,neutral
REBEL,Rebel,FLEET – STAR CRUISER,General conversation,Urgent/Commanding,Exclamation,Assertive,3836,Unknown,The Empire Strikes Back,4,neutral
FULL,Full,SHOT – Motley rebel fleet in space. The Millennium Falcon is,General conversation,Neutral,Statement,Conversational,3837,Unknown,The Empire Strikes Back,11,neutral
LUKE,Luke Skywalker,"I want to go with them, but I have a promise to keep. They’ll","Jedi training, heroic journey",Neutral,Statement,Conversational,3858,Unknown,The Empire Strikes Back,14,neutral
VIEW,View,PORT – POV – SPACE,General conversation,Urgent/Commanding,Exclamation,Assertive,3863,Unknown,The Empire Strikes Back,5,neutral
POV,Pov,"of distant sun. The Falcon does a spectacular flip and fly-by,",General conversation,Neutral,Statement,Conversational,3864,Unknown,The Empire Strikes Back,11,neutral
END,End,CREDITS,General conversation,Urgent/Commanding,Exclamation,Assertive,3866,Unknown,The Empire Strikes Back,1,neutral
ROLL-UP,Roll-Up,crawls into infinity.,General conversation,Neutral,Statement,Conversational,4,Unknown,Star Wars The Return Of The Jedi,3,neutral
WEDGE,Wedge Antilles,Commander….I ah….have a problem here! My ship is losing,General conversation,Urgent/Commanding,Exclamation,Assertive,29,Unknown,Star Wars The Return Of The Jedi,9,neutral
TRANSPORT,Transport,"COMMANDER (female) Take it easy Wedge, switch to",General conversation,Neutral,Statement,Conversational,31,Unknown,Star Wars The Return Of The Jedi,8,neutral
WEDGE,Wedge Antilles,"I have, it’s no good.",General conversation,Resistant/Negative,Statement,Opposing,33,Unknown,Star Wars The Return Of The Jedi,5,negative
CO-PILOT,Co-Pilot,"He’s out of range, we’ve lost him.",General conversation,Neutral,Statement,Conversational,36,Unknown,Star Wars The Return Of The Jedi,7,neutral
PILOT,Pilot,We’re too close to Vader’s fleet to go back for him.,General conversation,Neutral,Statement,Conversational,39,Unknown,Star Wars The Return Of The Jedi,11,neutral
LEIA,Princess Leia,Reverse engines.,"Rebel leadership, royal dignity",Neutral,Statement,Conversational,43,Unknown,Star Wars The Return Of The Jedi,2,neutral
PILOT,Pilot,"Someone is going to start asking questions, and we may not",General conversation,Resistant/Negative,Statement,Opposing,44,Unknown,Star Wars The Return Of The Jedi,11,negative
LEIA,Princess Leia,"I have to risk it. They’ll discover us soon enough, if Wedge is","Rebel leadership, royal dignity",Resistant/Negative,Statement,Opposing,46,Unknown,Star Wars The Return Of The Jedi,13,negative
CONTROLLER,Controller,"Transport TYDIRIUM, you’re moving out of your flight",General conversation,Neutral,Statement,Conversational,56,Unknown,Star Wars The Return Of The Jedi,8,neutral
VOICE,Voice,OF REBEL PILOT One of our escort fighters has lost power.,General conversation,Neutral,Statement,Conversational,58,Unknown,Star Wars The Return Of The Jedi,11,neutral
OFFICER,Officer,Check their security clearance.,General conversation,Neutral,Statement,Conversational,62,Unknown,Star Wars The Return Of The Jedi,4,neutral
IMPERIAL,Imperial,"CONTROLLER Transport Tydirium, identify and confirm",General conversation,Neutral,Statement,Conversational,63,Unknown,Star Wars The Return Of The Jedi,6,neutral
LEIA,Princess Leia,Now we find out if that security code was worth the price we,"Rebel leadership, royal dignity",Resistant/Negative,Statement,Opposing,68,Unknown,Star Wars The Return Of The Jedi,13,negative
CO-PILOT,Co-Pilot,What if they changed the code? We don’t know how old,General conversation,Inquisitive,Question,Seeking information,72,Unknown,Star Wars The Return Of The Jedi,11,neutral
PILOT,Pilot,"Just relax son, we’re not in trouble yet. Activate the tractor",General conversation,Resistant/Negative,Statement,Opposing,74,Unknown,Star Wars The Return Of The Jedi,11,negative
CO-PILOT,Co-Pilot,"We have Wedge in tow, sir.",General conversation,Neutral,Statement,Conversational,78,Unknown,Star Wars The Return Of The Jedi,6,neutral
PILOT,Pilot,Reset your course for the sanctuary moon. Go around Vader’s,General conversation,Neutral,Statement,Conversational,79,Unknown,Star Wars The Return Of The Jedi,10,neutral
IMPERIAL,Imperial,"CONTROLLER Transport Tydirium, bring your craft closer",General conversation,Neutral,Statement,Conversational,82,Unknown,Star Wars The Return Of The Jedi,7,neutral
PILOT,Pilot,They’re on to us…,General conversation,Neutral,Statement,Conversational,85,Unknown,Star Wars The Return Of The Jedi,4,neutral
CO-PILOT,Co-Pilot,The code’s no good. Abort the mission.,General conversation,Resistant/Negative,Statement,Opposing,86,Unknown,Star Wars The Return Of The Jedi,7,negative
LEIA,Princess Leia,No! We have to play this one out. Answer them.,"Rebel leadership, royal dignity",Urgent/Commanding,Exclamation,Assertive,87,Unknown,Star Wars The Return Of The Jedi,10,neutral
PILOT,Pilot,Request acknowledged. We’re swinging closer.,General conversation,Resistant/Negative,Statement,Opposing,88,Unknown,Star Wars The Return Of The Jedi,5,negative
PILOT,Pilot,It smells like a trap. Are you sure we shouldn’t abort the,General conversation,Neutral,Statement,Conversational,91,Unknown,Star Wars The Return Of The Jedi,12,neutral
LEIA,Princess Leia,No…but our fleet will surely be cut to ribbons if we aren’t set up,"Rebel leadership, royal dignity",Resistant/Negative,Statement,Opposing,93,Unknown,Star Wars The Return Of The Jedi,14,negative
PILOT,Pilot,We are approaching Lord Vader’s fleet for a visual security,General conversation,Neutral,Statement,Conversational,98,Unknown,Star Wars The Return Of The Jedi,10,neutral
CO-PILOT,Co-Pilot,We’re within range of their visual scanners.,General conversation,Neutral,Statement,Conversational,104,Unknown,Star Wars The Return Of The Jedi,7,neutral
PILOT,Pilot,Don’t go in any closer. Watch for approaching fighters.,General conversation,Neutral,Statement,Conversational,105,Unknown,Star Wars The Return Of The Jedi,9,neutral
PILOT,Pilot,It’s all right. We’ve been in tougher scrapes than this. We’ll get,General conversation,Positive/Agreeable,Statement,Supportive,110,Unknown,Star Wars The Return Of The Jedi,12,positive
LEIA,Princess Leia,I know…. I just wish Han were here.,"Rebel leadership, royal dignity",Resistant/Negative,Statement,Opposing,112,Unknown,Star Wars The Return Of The Jedi,8,negative
PILOT,Pilot,These are the moments that we all miss Captain Solo….,General conversation,Neutral,Statement,Conversational,113,Unknown,Star Wars The Return Of The Jedi,10,neutral
PILOT,Pilot,(continued) A small bet. Commander Skywalker will have him,General conversation,Neutral,Statement,Conversational,115,Unknown,Star Wars The Return Of The Jedi,9,neutral
LEIA,Princess Leia,"Lando’s signal only meant they’ve found Han alive, not how","Rebel leadership, royal dignity",Resistant/Negative,Statement,Opposing,117,Unknown,Star Wars The Return Of The Jedi,10,negative
IMPERIAL,Imperial,"VOICE What is your cargo, Transport Tydirium?",General conversation,Inquisitive,Question,Seeking information,121,Unknown,Star Wars The Return Of The Jedi,7,neutral
IMPERIAL,Imperial,CONTROLLER Do you copy? What is your cargo?,General conversation,Inquisitive,Question,Seeking information,126,Unknown,Star Wars The Return Of The Jedi,8,neutral
PILOT,Pilot,VOICE Equipment and construction personnel for the,General conversation,Neutral,Statement,Conversational,127,Unknown,Star Wars The Return Of The Jedi,7,neutral
SECOND,Second,CONTROLLER The shuttle is approaching. High speed on,General conversation,Neutral,Statement,Conversational,130,Unknown,Star Wars The Return Of The Jedi,8,neutral
OFFICER,Officer,Alert all Commands. I’ll inform Lord Vader….,General conversation,Neutral,Statement,Conversational,132,Unknown,Star Wars The Return Of The Jedi,7,neutral
OFFICER,Officer,"(continued) Record your scan of the transport, we’ll go",General conversation,Neutral,Statement,Conversational,134,Unknown,Star Wars The Return Of The Jedi,9,neutral
IMPERIAL,Imperial,CONTROLLER Transport Tydirium….,General conversation,Neutral,Statement,Conversational,136,Unknown,Star Wars The Return Of The Jedi,3,neutral
IMPERIAL,Imperial,CONTROLLER (continued) …. Stand by.,General conversation,Neutral,Statement,Conversational,139,Unknown,Star Wars The Return Of The Jedi,5,neutral
CO-PILOT,Co-Pilot,Imperial fighter…. moving up fast behind us!,General conversation,Urgent/Commanding,Exclamation,Assertive,143,Unknown,Star Wars The Return Of The Jedi,7,neutral
LEIA,Princess Leia,All units prepare for a boarding party.,"Rebel leadership, royal dignity",Neutral,Statement,Conversational,145,Unknown,Star Wars The Return Of The Jedi,7,neutral
PILOT,Pilot,Stand by to activate shields.,General conversation,Neutral,Statement,Conversational,146,Unknown,Star Wars The Return Of The Jedi,5,neutral
LEIA,Princess Leia,"Wait, it’s not slowing.","Rebel leadership, royal dignity",Resistant/Negative,Statement,Opposing,147,Unknown,Star Wars The Return Of The Jedi,4,negative
PILOT,Pilot,And it’s not firing either.,General conversation,Resistant/Negative,Statement,Opposing,148,Unknown,Star Wars The Return Of The Jedi,5,negative
CO-PILOT,Co-Pilot,It’s going to pass us.,General conversation,Neutral,Statement,Conversational,149,Unknown,Star Wars The Return Of The Jedi,5,neutral
LEIA,Princess Leia,Those are royal markings on that shuttle. Somebody important,"Rebel leadership, royal dignity",Neutral,Statement,Conversational,153,Unknown,Star Wars The Return Of The Jedi,9,neutral
IMPERIAL,Imperial,CONTROLLER Transport Tydirium you are cleared to,General conversation,Neutral,Statement,Conversational,155,Unknown,Star Wars The Return Of The Jedi,7,neutral
CO-PILOT,Co-Pilot,We made it. The code works.,General conversation,Neutral,Statement,Conversational,158,Unknown,Star Wars The Return Of The Jedi,6,neutral
PILOT,Pilot,I still don’t like it. Change to course 339. We’ll go the long way,General conversation,Neutral,Statement,Conversational,159,Unknown,Star Wars The Return Of The Jedi,14,neutral
CO-PILOT,Co-Pilot,Nothing can stop us now!,General conversation,Urgent/Commanding,Exclamation,Assertive,162,Unknown,Star Wars The Return Of The Jedi,5,neutral
PIETT,Admiral Piett,Never before have I heard of the GRAND MOFF leaving the,General conversation,Resistant/Negative,Statement,Opposing,177,Unknown,Star Wars The Return Of The Jedi,11,negative
VADER,Darth Vader,Or greatly feared. The disgusting little bureaucrat is,"Dark Side presence, Imperial authority",Neutral,Statement,Conversational,179,Unknown,Star Wars The Return Of The Jedi,8,neutral
PIETT,Admiral Piett,He’s a fool to think that you would not know.,General conversation,Resistant/Negative,Statement,Opposing,181,Unknown,Star Wars The Return Of The Jedi,10,negative
VADER,Darth Vader,The Emperor’s counsel is no fool. He is very clever and quite,"Dark Side presence, Imperial authority",Resistant/Negative,Statement,Opposing,182,Unknown,Star Wars The Return Of The Jedi,12,negative
VADER,Darth Vader,"You honor me with your presence, My Lord.","Dark Side presence, Imperial authority",Resistant/Negative,Statement,Opposing,191,Unknown,Star Wars The Return Of The Jedi,8,negative
JERJERROD,Jerjerrod,"Yes, I know. (looking around) You may rise. All this",General conversation,Resistant/Negative,Statement,Opposing,192,Unknown,Star Wars The Return Of The Jedi,10,negative
VADER,Darth Vader,But he still refuses to answer my transmissions.,"Dark Side presence, Imperial authority",Neutral,Statement,Conversational,195,Unknown,Star Wars The Return Of The Jedi,8,neutral
JERJERROD,Jerjerrod,I’m afraid he’s quite too busy.,General conversation,Neutral,Statement,Conversational,196,Unknown,Star Wars The Return Of The Jedi,6,neutral
VADER,Darth Vader,Then why was I ordered to return?,"Dark Side presence, Imperial authority",Inquisitive,Question,Seeking information,197,Unknown,Star Wars The Return Of The Jedi,7,neutral
JERJERROD,Jerjerrod,He feels your prolonged stay in the outer systems has,General conversation,Neutral,Statement,Conversational,198,Unknown,Star Wars The Return Of The Jedi,10,neutral
VADER,Darth Vader,Don’t you toy with me.,"Dark Side presence, Imperial authority",Neutral,Statement,Conversational,203,Unknown,Star Wars The Return Of The Jedi,5,neutral
JERJERROD,Jerjerrod,All right then…. the Emperor is disturbed with your,General conversation,Positive/Agreeable,Statement,Supportive,204,Unknown,Star Wars The Return Of The Jedi,9,positive
VADER,Darth Vader,"But, I have all but turned him to the dark side of the force.","Dark Side presence, Imperial authority",Neutral,Statement,Conversational,208,Unknown,Star Wars The Return Of The Jedi,14,neutral
JERJERROD,Jerjerrod,The Emperor does not share your optimistic appraisal,General conversation,Resistant/Negative,Statement,Opposing,209,Unknown,Star Wars The Return Of The Jedi,8,negative
VADER,Darth Vader,He can’t do this. The boy is mine!,"Dark Side presence, Imperial authority",Urgent/Commanding,Exclamation,Assertive,214,Unknown,Star Wars The Return Of The Jedi,8,neutral
JERJERROD,Jerjerrod,That seems to be part of the problem. It would appear,General conversation,Neutral,Statement,Conversational,215,Unknown,Star Wars The Return Of The Jedi,11,neutral
VADER,Darth Vader,The only feeling I have for him is hatred.,"Dark Side presence, Imperial authority",Neutral,Statement,Conversational,217,Unknown,Star Wars The Return Of The Jedi,9,neutral
JERJERROD,Jerjerrod,Then you should be thankful the Emperor has taken,General conversation,Neutral,Statement,Conversational,218,Unknown,Star Wars The Return Of The Jedi,9,neutral
VADER,Darth Vader,"The Rebellion will not be easily crushed, and my son will not","Dark Side presence, Imperial authority",Resistant/Negative,Statement,Opposing,221,Unknown,Star Wars The Return Of The Jedi,12,negative
